,ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,CREDIT_USE_MONTH,NOT_USED_MONTH,SCALED_SCORE,WINDOW
2435,5041152,0,0,1,0,121500.0,1,4,1,1,-20198,365243,1,0,0,0,17,2.0,4.0,0.0,5.0,4
2436,5041160,1,1,1,1,157500.0,0,4,1,1,-14451,-4206,1,1,1,0,4,3.0,31.0,0.0,5.161290322580645,31
2437,5041165,0,0,1,0,108000.0,0,4,0,1,-12098,-2226,1,1,0,0,14,2.0,10.0,2.0,5.0,12
2438,5041173,1,1,1,1,225000.0,4,4,1,1,-18718,-583,1,1,0,0,10,3.0,29.0,0.0,5.689655172413793,29
2439,5041174,0,0,1,1,180000.0,4,2,1,2,-10754,-65,1,1,1,0,3,3.0,4.0,4.0,5.0,8
2440,5041176,0,1,1,0,153000.0,1,4,1,1,-22178,365243,1,0,1,0,17,2.0,52.0,0.0,5.0,52
2441,5041177,0,1,1,0,382500.0,0,1,1,1,-20054,-6427,1,0,1,0,10,2.0,35.0,0.0,5.714285714285714,35
2442,5041203,0,0,1,0,180000.0,4,1,4,1,-23035,-2134,1,0,0,0,15,1.0,10.0,0.0,5.0,10
2443,5041216,1,0,1,0,270000.0,4,4,3,1,-10886,-308,1,0,0,0,8,1.0,25.0,0.0,5.76,25
2444,5041223,0,0,1,0,81000.0,4,4,1,1,-16933,-10384,1,1,1,0,11,2.0,9.0,2.0,5.0,11
2445,5041233,1,0,1,0,94500.0,1,4,1,1,-22527,365243,1,0,0,0,17,2.0,2.0,0.0,5.0,2
2446,5041239,0,0,1,0,135000.0,1,4,1,1,-20460,365243,1,0,0,0,17,2.0,2.0,0.0,5.0,2
2447,5041245,0,0,1,0,126000.0,1,4,1,1,-24404,365243,1,0,0,0,17,2.0,40.0,0.0,5.7,40
2448,5041258,0,0,1,0,67500.0,1,4,4,1,-25099,365243,1,0,0,0,17,1.0,32.0,0.0,5.28125,32
2449,5041259,0,0,1,0,157500.0,1,4,1,1,-23015,365243,1,0,0,0,17,2.0,5.0,11.0,5.0,16
2450,5041261,0,0,1,0,99000.0,2,1,1,1,-18563,-8284,1,1,1,0,8,2.0,40.0,0.0,5.6,40
2451,5041270,1,0,1,0,445500.0,0,1,2,1,-19298,-2469,1,0,0,0,17,1.0,6.0,1.0,5.0,7
2452,5041295,0,0,1,1,180000.0,0,2,1,1,-12179,-1159,1,0,1,0,6,3.0,29.0,5.0,5.0,34
2453,5041302,0,1,1,0,90000.0,1,4,1,1,-23118,365243,1,0,1,0,17,2.0,3.0,1.0,5.0,4
2454,5041320,0,0,0,0,157500.0,4,1,3,3,-18973,-3289,1,0,0,0,8,1.0,3.0,3.0,5.0,6
2455,5041325,0,0,1,0,202500.0,0,4,4,2,-23253,-6607,1,0,1,0,1,1.0,20.0,0.0,5.7,20
2456,5041338,0,0,0,1,112500.0,0,1,1,1,-12392,-3138,1,0,0,0,14,3.0,4.0,4.0,5.0,8
2457,5041350,1,1,0,0,225000.0,4,4,1,1,-10102,-551,1,0,0,0,8,2.0,5.0,1.0,5.0,6
2458,5041355,1,1,1,0,121500.0,1,1,1,1,-24261,365243,1,0,1,0,17,2.0,6.0,0.0,5.333333333333333,6
2459,5041360,0,0,0,0,315000.0,0,1,0,5,-14679,-1282,1,0,0,0,10,2.0,21.0,1.0,5.380952380952381,22
2460,5041367,0,0,0,0,180000.0,2,2,1,1,-10315,-2985,1,0,0,0,3,2.0,56.0,1.0,5.839285714285714,57
2461,5041370,0,1,1,0,90000.0,4,1,1,0,-16999,-2438,1,0,0,0,17,2.0,23.0,30.0,4.956521739130435,53
2462,5041372,0,1,1,2,306000.0,4,4,1,1,-13061,-1555,1,0,0,0,17,4.0,10.0,1.0,5.0,11
2463,5041386,0,1,1,0,135000.0,4,4,1,5,-15131,-6456,1,0,0,0,3,2.0,17.0,0.0,5.647058823529412,17
2464,5041395,0,1,1,1,99000.0,2,4,1,5,-13612,-6091,1,1,1,0,11,3.0,42.0,0.0,5.761904761904762,42
2465,5041396,0,0,1,0,225000.0,0,2,0,1,-8425,-94,1,0,1,0,14,2.0,13.0,0.0,5.615384615384615,13
2466,5041402,1,1,1,0,135000.0,0,1,3,5,-10730,-1190,1,0,0,0,17,1.0,39.0,0.0,5.871794871794871,39
2467,5041415,0,1,0,0,157500.0,4,1,1,1,-13146,-2163,1,0,0,0,6,2.0,59.0,1.0,4.9491525423728815,60
2468,5041444,1,1,1,0,337500.0,0,1,1,1,-20395,-2682,1,0,0,0,10,2.0,31.0,0.0,5.225806451612903,31
2469,5041455,0,1,0,0,180000.0,0,4,2,1,-15351,-6790,1,0,0,0,3,1.0,27.0,0.0,5.407407407407407,27
2470,5041470,0,0,0,2,135000.0,2,2,1,5,-11637,-2285,1,1,1,0,3,4.0,37.0,0.0,5.648648648648648,37
2471,5041474,0,0,1,0,90000.0,0,1,1,1,-9006,-793,1,0,0,1,14,2.0,3.0,0.0,5.0,3
2472,5041492,1,1,1,0,90000.0,4,4,0,1,-12821,-155,1,0,0,0,8,2.0,27.0,2.0,5.444444444444445,29
2473,5041518,1,1,1,0,450000.0,0,1,2,1,-16169,-855,1,1,1,0,17,1.0,6.0,3.0,4.5,9
2474,5041524,0,1,1,0,135000.0,4,1,1,1,-13474,-2894,1,1,1,0,0,2.0,24.0,2.0,5.958333333333333,26
2475,5041535,0,0,1,0,180000.0,0,4,4,1,-19819,-1463,1,0,1,0,8,1.0,36.0,0.0,5.722222222222222,36
2476,5041536,0,0,1,1,135000.0,1,4,0,1,-19295,365243,1,0,0,0,17,3.0,61.0,0.0,5.704918032786885,61
2477,5041541,0,0,0,0,90000.0,0,4,3,1,-10731,-885,1,0,0,0,14,1.0,23.0,0.0,5.3478260869565215,23
2478,5041544,1,1,1,0,180000.0,2,4,1,1,-9570,-2620,1,0,0,0,4,2.0,19.0,2.0,5.421052631578948,21
2479,5041548,0,1,1,0,247500.0,4,1,1,1,-11961,-2224,1,1,0,0,0,2.0,7.0,6.0,5.0,13
2480,5041553,0,1,1,0,180000.0,0,1,1,1,-12953,-306,1,1,1,0,17,2.0,53.0,7.0,6.0,60
2481,5041581,0,0,1,1,270000.0,4,4,1,1,-19040,-1402,1,1,1,0,10,3.0,17.0,23.0,5.352941176470588,40
2482,5041602,0,0,1,0,67500.0,4,1,1,1,-11510,-2955,1,0,1,0,14,2.0,38.0,0.0,5.921052631578948,38
2483,5041603,1,1,1,0,270000.0,4,4,1,1,-12257,-1463,1,0,0,0,8,2.0,43.0,1.0,5.72093023255814,44
2484,5041616,0,1,1,1,180000.0,4,1,1,1,-15496,-2590,1,0,0,0,3,3.0,4.0,0.0,6.0,4
2485,5041620,1,0,1,0,292500.0,0,1,3,4,-9990,-1221,1,0,1,0,14,1.0,1.0,28.0,5.0,29
2486,5041628,1,1,1,0,234000.0,4,4,1,1,-15510,-3016,1,0,0,0,8,2.0,27.0,2.0,5.0,29
2487,5041636,0,0,1,0,225000.0,4,4,0,1,-16608,-5573,1,0,1,0,17,2.0,15.0,0.0,5.8,15
2488,5041641,0,1,1,1,270000.0,0,4,1,1,-14186,-1736,1,0,1,0,14,3.0,13.0,1.0,5.0,14
2489,5041654,0,0,1,0,99000.0,4,4,1,1,-20065,-306,1,0,1,0,8,2.0,14.0,0.0,5.928571428571429,14
2490,5041661,0,1,1,1,333000.0,0,1,1,1,-11525,-1616,1,0,0,0,10,3.0,5.0,1.0,5.0,6
2491,5041691,0,0,1,1,135000.0,4,2,1,1,-14099,-1616,1,0,0,0,3,3.0,4.0,7.0,5.0,11
2492,5041695,0,1,0,0,342000.0,2,1,3,1,-12214,-3807,1,0,0,0,3,1.0,17.0,5.0,5.0,22
2493,5041708,1,1,1,3,180000.0,4,4,1,1,-14192,-824,1,1,1,0,6,5.0,23.0,1.0,5.0,24
2494,5041718,0,0,1,0,202500.0,2,1,1,1,-11158,-640,1,0,1,0,6,2.0,23.0,0.0,5.565217391304348,23
2495,5041722,0,1,1,0,225000.0,4,1,1,1,-17377,-5512,1,0,0,0,6,2.0,46.0,1.0,5.717391304347826,47
2496,5041733,1,0,1,1,157500.0,4,4,1,1,-12585,-367,1,0,0,0,14,3.0,3.0,0.0,5.0,3
2497,5041753,0,0,1,0,157500.0,2,1,1,1,-15145,-3654,1,0,1,0,10,2.0,14.0,1.0,5.0,15
2498,5041764,0,1,0,0,135000.0,1,1,1,1,-20634,365243,1,0,0,0,17,2.0,3.0,0.0,5.0,3
2499,5041769,0,1,0,0,315000.0,2,1,1,1,-17940,-9957,1,1,0,0,10,2.0,9.0,2.0,5.0,11
2500,5041773,0,1,0,3,135000.0,4,1,1,1,-13525,-4478,1,1,1,0,3,5.0,11.0,7.0,5.909090909090909,18
2501,5041780,1,0,0,2,180000.0,4,4,1,1,-14966,-399,1,1,0,0,17,4.0,12.0,6.0,6.0,18
2502,5041786,0,0,0,0,67500.0,2,4,1,1,-12656,-368,1,0,0,0,14,2.0,31.0,1.0,5.0,32
2503,5041787,1,1,0,0,99000.0,4,4,1,1,-21036,-1252,1,1,0,0,4,2.0,6.0,7.0,5.0,13
2504,5041790,1,0,0,0,225000.0,4,2,1,1,-9908,-276,1,1,0,0,4,2.0,14.0,5.0,5.0,19
2505,5041802,0,0,0,0,90000.0,4,4,1,1,-16372,-3900,1,0,1,0,8,2.0,7.0,0.0,5.0,7
2506,5041812,0,0,0,1,112500.0,0,1,2,1,-14648,-2833,1,1,0,0,12,2.0,19.0,8.0,5.0,27
2507,5041816,0,1,0,0,112500.0,4,4,1,2,-17372,-978,1,0,1,0,14,2.0,16.0,1.0,5.0,17
2508,5041835,0,1,0,0,72000.0,1,4,1,1,-22681,365243,1,0,0,0,17,2.0,49.0,3.0,4.918367346938775,52
2509,5041839,0,1,0,0,81000.0,0,2,1,1,-17493,-2347,1,1,0,0,17,2.0,5.0,10.0,6.0,15
2510,5041852,1,1,0,0,112500.0,1,4,0,1,-21990,365243,1,0,1,0,17,2.0,26.0,2.0,5.0,28
2511,5041863,0,0,0,0,202500.0,0,1,4,1,-19932,-6608,1,1,1,0,17,1.0,38.0,1.0,5.0,39
2512,5041866,1,0,0,1,112500.0,4,4,1,1,-15774,-2347,1,1,0,0,17,3.0,13.0,0.0,5.769230769230769,13
2513,5041869,1,1,0,0,99000.0,2,4,1,1,-19433,-521,1,1,1,0,3,2.0,4.0,0.0,4.75,4
2514,5041873,0,0,0,0,67500.0,1,4,4,2,-22066,365243,1,0,0,0,17,1.0,14.0,2.0,4.928571428571429,16
2515,5041883,0,1,0,3,112500.0,4,1,1,1,-11125,-399,1,0,0,0,17,5.0,45.0,3.0,5.844444444444444,48
2516,5041884,0,0,0,0,180000.0,4,1,1,1,-11871,-2986,1,0,0,0,3,2.0,51.0,1.0,5.784313725490196,52
2517,5041885,0,0,0,1,112500.0,4,4,2,1,-10036,-2560,1,1,1,0,3,2.0,40.0,10.0,5.175,50
2518,5041894,0,0,0,0,135000.0,4,4,1,1,-15839,-1525,1,1,1,0,14,2.0,26.0,0.0,5.0,26
2519,5041908,0,0,0,0,202500.0,4,4,1,1,-19032,-429,1,0,1,0,8,2.0,38.0,0.0,5.868421052631579,38
2520,5041910,0,0,0,0,67500.0,4,4,1,1,-18590,-3382,1,0,1,0,8,2.0,29.0,0.0,5.965517241379311,29
2521,5041917,1,0,0,0,99000.0,0,4,0,1,-9966,-399,1,0,0,0,8,2.0,2.0,1.0,5.0,3
2522,5041919,1,0,0,0,135000.0,1,4,1,1,-22765,365243,1,0,1,0,17,2.0,19.0,1.0,5.0,20
2523,5041925,1,1,0,0,157500.0,4,4,1,4,-12374,-307,1,1,1,0,3,2.0,11.0,0.0,5.0,11
2524,5041946,0,0,0,0,405000.0,4,1,1,1,-10726,-1921,1,1,1,0,17,2.0,51.0,0.0,5.882352941176471,51
2525,5041949,1,0,0,1,157500.0,4,4,1,1,-11653,-1617,1,1,0,0,6,3.0,46.0,8.0,5.826086956521739,54
2526,5041952,0,0,0,0,157500.0,1,4,1,1,-20255,365243,1,0,0,0,17,2.0,10.0,0.0,5.0,10
2527,5041959,0,1,0,0,112500.0,4,4,1,1,-13503,-1768,1,1,1,0,11,2.0,42.0,0.0,5.904761904761905,42
2528,5041962,0,0,0,0,157500.0,4,4,0,5,-11009,-1434,1,1,1,0,9,2.0,50.0,0.0,5.92,50
2529,5041967,0,0,0,0,211500.0,0,1,1,5,-14636,-4690,1,1,1,0,8,2.0,55.0,0.0,5.563636363636364,55
2530,5041984,0,0,0,1,81000.0,4,1,1,1,-10500,-3594,1,0,1,0,14,3.0,12.0,0.0,5.5,12
2531,5041985,0,0,0,0,247500.0,0,4,0,1,-16306,-4904,1,1,1,0,8,2.0,10.0,2.0,5.0,12
2532,5041994,0,0,0,0,90000.0,1,4,1,1,-21343,365243,1,0,0,0,17,2.0,34.0,0.0,5.352941176470588,34
2533,5042008,0,0,0,0,315000.0,0,1,0,1,-10450,-248,1,0,0,0,17,2.0,11.0,0.0,4.727272727272728,11
2534,5042010,0,0,0,0,157500.0,4,2,1,1,-12402,-917,1,1,0,0,10,2.0,11.0,1.0,4.909090909090909,12
2535,5042016,1,1,0,0,180000.0,4,4,1,1,-10376,-126,1,0,1,0,4,2.0,14.0,0.0,5.142857142857143,14
2536,5042022,0,0,0,0,202500.0,0,2,3,1,-21381,-156,1,0,0,0,10,1.0,23.0,0.0,5.0,23
2537,5042027,1,0,0,0,90000.0,4,4,1,1,-11496,-1737,1,1,0,0,8,2.0,13.0,0.0,5.307692307692308,13
2538,5042033,0,0,0,0,270000.0,4,4,1,1,-14060,-6457,1,1,0,0,17,2.0,18.0,1.0,4.833333333333333,19
2539,5042034,0,0,0,0,202500.0,0,4,1,1,-13079,-2499,1,1,0,0,10,2.0,1.0,20.0,4.0,21
2540,5042041,0,0,0,0,81000.0,1,1,3,1,-23291,365243,1,0,1,0,17,1.0,44.0,0.0,5.909090909090909,44
2541,5042047,1,1,0,0,157500.0,2,4,2,1,-19050,-460,1,1,0,0,8,1.0,42.0,0.0,5.833333333333333,42
2542,5042048,0,0,0,0,157500.0,4,4,4,1,-16509,-2013,1,1,1,0,14,1.0,14.0,1.0,5.0,15
2543,5042059,0,1,0,2,270000.0,2,1,1,1,-16053,-7369,1,1,1,0,17,4.0,14.0,4.0,5.0,18
2544,5042078,0,1,0,0,315000.0,0,1,1,1,-19495,-1678,1,0,1,0,0,2.0,9.0,16.0,5.777777777777778,25
2545,5042095,0,0,0,1,108000.0,4,4,2,1,-14349,-4082,1,0,1,0,17,2.0,1.0,11.0,5.0,12
2546,5042105,0,0,0,0,144000.0,4,4,1,2,-16641,-9988,1,1,1,0,14,2.0,54.0,0.0,5.851851851851852,54
2547,5042122,0,1,0,0,90000.0,1,4,1,1,-17784,365243,1,0,1,0,17,2.0,18.0,1.0,5.777777777777778,19
2548,5042129,0,0,0,0,247500.0,4,1,1,1,-14136,-7400,1,1,1,0,10,2.0,15.0,0.0,5.266666666666667,15
2549,5042145,0,1,0,2,90000.0,2,1,1,1,-10393,-2255,1,1,0,0,3,4.0,11.0,0.0,5.2727272727272725,11
2550,5042150,0,0,0,2,81000.0,0,4,1,5,-11277,-1160,1,0,0,0,1,4.0,11.0,0.0,4.636363636363637,11
2551,5042153,1,0,0,0,180000.0,4,4,1,1,-19618,-1617,1,1,1,0,8,2.0,5.0,20.0,5.0,25
2552,5042190,0,0,0,0,67500.0,4,4,1,1,-19368,-1252,1,1,0,0,17,2.0,35.0,0.0,5.714285714285714,35
2553,5042207,0,0,0,0,225000.0,0,1,1,1,-10559,-429,1,1,1,0,4,2.0,36.0,0.0,5.694444444444445,36
2554,5042218,1,0,1,0,157500.0,4,4,3,1,-18983,-460,1,0,0,0,4,1.0,1.0,0.0,5.0,1
2555,5042219,1,1,0,0,315000.0,0,4,3,5,-11714,-1434,1,0,0,0,14,1.0,42.0,2.0,5.690476190476191,44
2556,5042221,0,0,0,0,162000.0,4,4,1,1,-16925,-1648,1,1,0,0,6,2.0,4.0,1.0,5.0,5
2557,5042232,0,0,1,0,112500.0,0,4,3,1,-12849,-6273,1,1,0,0,14,1.0,11.0,1.0,5.0,12
2558,5042236,1,0,1,0,90000.0,4,4,0,1,-15140,-1525,1,1,1,0,9,2.0,35.0,0.0,5.314285714285714,35
2559,5042247,0,0,1,0,270000.0,0,4,0,1,-16133,-582,1,0,0,0,14,2.0,10.0,1.0,5.5,11
2560,5042258,0,0,1,0,247500.0,0,4,1,1,-9605,-672,1,0,0,0,2,2.0,1.0,1.0,5.0,2
2561,5042259,0,0,1,0,405000.0,1,4,1,1,-21556,365243,1,0,0,0,17,2.0,23.0,0.0,5.478260869565218,23
2562,5042261,1,1,1,1,360000.0,0,4,1,1,-17147,-1982,1,0,0,0,14,3.0,6.0,2.0,5.0,8
2563,5042270,0,1,1,0,112500.0,4,4,1,1,-8768,-1038,1,0,0,0,8,2.0,10.0,0.0,5.0,10
2564,5042271,0,0,1,0,157500.0,1,4,1,1,-24047,365243,1,0,0,0,17,2.0,6.0,3.0,5.0,9
2565,5042276,1,0,1,0,108000.0,1,4,1,1,-24365,365243,1,0,0,0,17,2.0,60.0,1.0,5.833333333333333,61
2566,5042277,0,0,0,1,90000.0,4,4,0,1,-11630,-1890,1,0,0,0,14,3.0,7.0,0.0,5.0,7
2567,5042281,0,0,0,0,139500.0,0,4,0,1,-8735,-552,1,1,0,0,17,2.0,17.0,5.0,4.764705882352941,22
2568,5042282,0,0,1,0,202500.0,4,4,0,1,-10981,-552,1,0,0,0,8,2.0,5.0,1.0,5.0,6
2569,5042284,0,1,1,0,135000.0,4,4,1,1,-16344,-126,1,0,1,0,4,2.0,9.0,0.0,5.777777777777778,9
2570,5042285,0,0,1,0,157500.0,4,4,3,1,-10809,-1222,1,0,0,0,15,1.0,1.0,3.0,5.0,4
2571,5042293,0,0,1,0,90000.0,4,4,1,1,-17557,-2378,1,0,0,0,2,2.0,6.0,0.0,4.666666666666667,6
2572,5042295,1,1,1,1,202500.0,4,4,1,1,-15207,-2102,1,1,1,0,4,3.0,21.0,7.0,4.904761904761905,28
2573,5042306,0,1,1,0,225000.0,2,4,1,1,-18110,-2074,1,0,0,0,10,2.0,35.0,0.0,5.714285714285714,35
2574,5042307,0,0,0,0,90000.0,4,4,1,2,-18223,-4082,1,0,0,0,2,2.0,3.0,0.0,5.0,3
2575,5042308,0,0,1,2,157500.0,2,1,1,1,-14395,-5300,1,0,0,0,0,4.0,38.0,0.0,5.7368421052631575,38
2576,5042319,1,0,1,0,202500.0,4,2,0,1,-8637,-95,1,0,1,1,3,2.0,5.0,1.0,5.0,6
2577,5042327,0,0,1,1,90000.0,4,1,1,1,-10520,-2378,1,0,0,0,8,3.0,56.0,0.0,5.821428571428571,56
2578,5042352,0,1,1,0,135000.0,0,4,1,1,-13850,-2774,1,0,0,0,14,2.0,20.0,1.0,5.0,21
2579,5042355,1,1,1,2,202500.0,4,1,1,1,-11132,-917,1,0,1,0,8,4.0,36.0,0.0,5.833333333333333,36
2580,5044478,0,0,0,0,135000.0,4,4,1,1,-17799,-2228,1,0,0,0,17,2.0,2.0,1.0,5.0,3
2581,5044482,0,1,1,0,135000.0,4,4,4,1,-16641,-1407,1,0,0,0,17,1.0,3.0,1.0,5.0,4
2582,5044491,1,1,0,2,144000.0,4,4,1,5,-10145,-249,1,1,0,0,4,4.0,13.0,1.0,5.230769230769231,14
2583,5044494,1,1,1,1,225000.0,2,4,1,1,-17237,-1710,1,0,0,0,10,3.0,2.0,1.0,5.0,3
2584,5044500,0,0,1,0,45000.0,1,4,4,1,-24151,365243,1,0,0,0,17,1.0,13.0,1.0,5.0,14
2585,5044501,0,0,1,1,157500.0,4,4,2,1,-19176,-2959,1,0,0,0,10,2.0,14.0,1.0,5.357142857142857,15
2586,5044504,0,0,1,0,157500.0,2,4,3,1,-13463,-767,1,0,0,0,3,1.0,17.0,0.0,6.0,17
2587,5044511,0,0,1,0,270000.0,0,4,1,1,-15176,-7100,1,0,1,0,10,2.0,6.0,2.0,5.0,8
2588,5044520,0,1,0,0,202500.0,0,4,1,2,-14320,-829,1,0,0,0,6,2.0,6.0,1.0,5.0,7
2589,5044528,0,0,1,0,117000.0,1,4,1,1,-24348,365243,1,0,1,0,17,2.0,8.0,0.0,5.375,8
2590,5044560,0,0,0,0,270000.0,4,2,0,1,-15744,-2351,1,1,1,0,17,2.0,6.0,1.0,5.0,7
2591,5044566,1,1,1,2,112500.0,4,4,1,1,-12070,-249,1,1,0,0,17,4.0,3.0,0.0,5.0,3
2592,5044583,0,1,0,1,157500.0,0,4,0,1,-10433,-2959,1,0,0,0,17,3.0,4.0,1.0,5.0,5
2593,5044588,0,0,0,2,450000.0,4,1,1,1,-11870,-221,1,0,0,0,3,4.0,3.0,0.0,4.666666666666667,3
2594,5044593,1,0,1,0,67500.0,1,4,2,1,-22351,365243,1,0,1,0,17,1.0,6.0,0.0,5.0,6
2595,5044599,0,1,1,0,202500.0,4,1,1,1,-21227,-829,1,0,0,0,8,2.0,6.0,1.0,5.0,7
2596,5044602,0,0,1,0,135000.0,4,4,4,1,-20929,-1651,1,0,0,0,11,1.0,2.0,1.0,5.0,3
2597,5044619,0,1,0,1,135000.0,0,1,3,1,-10130,-1651,1,0,0,0,0,2.0,1.0,1.0,5.0,2
2598,5044633,0,1,1,0,81000.0,1,4,1,1,-21360,365243,1,0,1,0,17,2.0,23.0,0.0,5.521739130434782,23
2599,5044640,0,0,1,1,126000.0,4,4,0,1,-14616,-4543,1,1,1,1,17,3.0,1.0,1.0,5.0,2
2600,5044662,0,0,1,0,76500.0,1,4,1,1,-22302,365243,1,0,0,0,17,2.0,22.0,1.0,5.0,23
2601,5044681,0,0,1,0,90000.0,4,3,3,1,-10523,-2778,1,0,0,0,3,1.0,7.0,0.0,5.0,7
2602,5044701,0,1,0,0,171000.0,0,1,3,1,-9937,-129,1,1,1,0,14,1.0,3.0,0.0,5.0,3
2603,5044702,0,0,1,0,247500.0,1,4,1,1,-20504,365243,1,0,1,0,17,2.0,8.0,1.0,5.0,9
2604,5044708,0,1,1,0,450000.0,2,1,1,1,-22889,-221,1,0,1,0,17,2.0,12.0,1.0,5.0,13
2605,5044748,1,0,0,0,144000.0,4,4,0,1,-16621,-221,1,0,0,0,17,2.0,8.0,1.0,5.0,9
2606,5044755,0,0,1,1,121500.0,4,2,3,1,-13609,-1621,1,0,0,0,17,2.0,27.0,0.0,5.555555555555555,27
2607,5044786,1,1,1,1,247500.0,4,1,1,2,-15606,-160,1,0,1,0,14,3.0,13.0,2.0,5.0,15
2608,5044797,1,0,1,0,90000.0,4,4,1,1,-13436,-1621,1,1,0,0,17,2.0,20.0,0.0,5.4,20
2609,5044806,0,0,1,0,135000.0,4,1,3,1,-9100,-1133,1,0,0,0,10,1.0,3.0,0.0,5.0,3
2610,5044851,0,0,1,0,167400.0,1,4,1,1,-19028,365243,1,0,0,0,17,2.0,13.0,0.0,5.769230769230769,13
2611,5044869,0,0,1,0,270000.0,1,1,1,1,-20389,365243,1,0,1,0,17,2.0,7.0,1.0,5.0,8
2612,5044871,0,1,0,0,270000.0,2,4,0,1,-16692,-7130,1,0,0,0,17,2.0,18.0,0.0,5.0,18
2613,5044905,0,0,1,0,225000.0,4,2,3,1,-14030,-2075,1,0,0,0,17,1.0,44.0,0.0,5.840909090909091,44
2614,5044917,0,0,1,0,90000.0,1,4,0,1,-20032,365243,1,0,0,0,17,2.0,7.0,2.0,5.428571428571429,9
2615,5044925,0,0,1,0,67500.0,2,4,1,1,-18150,-2747,1,0,0,0,11,2.0,26.0,1.0,5.576923076923077,27
2616,5044935,1,0,1,2,360000.0,2,1,1,1,-16027,-5639,1,0,1,0,10,4.0,36.0,0.0,5.916666666666667,36
2617,5044953,0,1,1,0,50850.0,1,1,1,1,-21864,365243,1,0,0,0,17,2.0,5.0,1.0,5.0,6
2618,5044966,0,0,1,0,180000.0,2,4,1,1,-17253,-4267,1,0,0,0,17,2.0,5.0,1.0,5.0,6
2619,5044984,0,0,1,0,141750.0,1,1,1,1,-20345,365243,1,0,1,0,17,2.0,11.0,1.0,5.0,12
2620,5044992,0,0,1,0,157500.0,0,4,4,1,-21791,-5089,1,0,0,0,0,1.0,18.0,0.0,5.722222222222222,18
2621,5045014,0,1,1,2,144000.0,4,4,1,1,-11680,-3873,1,1,1,0,8,4.0,5.0,0.0,5.0,5
2622,5045029,0,1,1,1,121500.0,2,4,1,1,-16114,-706,1,0,0,0,3,3.0,9.0,0.0,5.333333333333333,9
2623,5045038,1,1,1,2,202500.0,4,1,1,1,-11838,-798,1,0,0,0,10,4.0,5.0,3.0,5.0,8
2624,5045046,0,0,0,0,202500.0,4,1,3,1,-11991,-706,1,0,0,1,8,1.0,1.0,9.0,5.0,10
2625,5045054,1,0,1,2,675000.0,2,4,1,1,-14163,-6886,1,0,1,0,4,4.0,1.0,1.0,5.0,2
2626,5045066,0,0,1,0,135000.0,0,2,1,1,-8056,-433,1,0,0,0,3,2.0,12.0,1.0,4.916666666666667,13
2627,5045069,0,0,0,0,112500.0,4,4,1,1,-10344,-2533,1,0,0,0,8,2.0,2.0,1.0,5.0,3
2628,5045072,1,0,1,0,76500.0,1,4,1,1,-17349,365243,1,0,0,0,17,2.0,10.0,1.0,5.0,11
2629,5045076,0,1,1,0,166500.0,0,1,3,1,-12337,-4239,1,0,0,0,10,1.0,10.0,1.0,5.0,11
2630,5045086,0,1,1,0,157500.0,1,1,1,1,-23447,365243,1,0,0,0,17,2.0,11.0,0.0,5.363636363636363,11
2631,5045102,0,0,1,0,202500.0,1,4,4,1,-21126,365243,1,0,0,0,17,1.0,5.0,1.0,5.0,6
2632,5045134,0,0,0,1,112500.0,4,4,0,1,-12210,-2747,1,0,0,0,2,3.0,16.0,3.0,5.0,19
2633,5045155,0,0,1,1,58500.0,4,4,0,1,-9662,-1072,1,1,1,0,3,3.0,6.0,1.0,5.0,7
2634,5045159,0,1,1,2,126000.0,4,2,1,1,-11432,-129,1,0,1,0,3,4.0,26.0,0.0,5.807692307692308,26
2635,5045178,0,0,1,0,450000.0,4,4,1,1,-23488,-5150,1,0,1,0,1,2.0,3.0,1.0,5.0,4
2636,5045187,1,0,1,0,180000.0,2,4,1,1,-15730,-8316,1,0,0,0,8,2.0,12.0,1.0,4.75,13
2637,5045191,0,1,1,1,202500.0,0,1,3,1,-14076,-2106,1,0,0,0,0,2.0,8.0,1.0,5.0,9
2638,5045201,0,1,1,0,139500.0,1,4,1,1,-21009,365243,1,0,0,0,17,2.0,5.0,1.0,5.0,6
2639,5045208,0,1,1,0,112500.0,0,4,1,1,-15435,-249,1,0,0,0,8,2.0,21.0,0.0,5.714285714285714,21
2640,5045211,0,0,1,1,76500.0,4,4,1,1,-15905,-8803,1,1,0,0,11,3.0,3.0,1.0,5.0,4
2641,5045220,0,0,0,1,45000.0,0,4,1,1,-11070,-645,1,1,0,0,14,3.0,10.0,1.0,5.0,11
2642,5045224,1,0,1,0,99000.0,4,4,2,1,-17952,-4086,1,0,0,0,17,1.0,19.0,0.0,5.578947368421052,19
2643,5045234,0,0,0,1,144000.0,4,4,2,1,-12200,-4543,1,0,0,0,17,2.0,4.0,0.0,5.5,4
2644,5045245,0,1,1,1,270000.0,0,4,1,1,-13865,-1682,1,0,1,0,14,3.0,1.0,1.0,5.0,2
